Title,Type,language,Date,Link
ع / رياضي / بطولة دوري الدراجات الأولى فريق الفتح يحقق الأول.. ولاعب الشباب أمرواني الأول فردي ,رياضي,عربى,12/1/2024 0:21,https://spa.gov.sa/w2216556
ع / رياضي / نتائج مباريات بطولة الدوري المصري لكرة القدم,رياضي,عربى,12/1/2024 0:29,https://spa.gov.sa/w2216558
"ع / رياضي / نيابةً عن سمو وزير الرياضة.. معالي النائب يتوّج الفائزين في سباق ""سال جدة جي تي 2024""",رياضي,عربى,12/1/2024 1:51,https://spa.gov.sa/w2216562
"ع / علوم وتقنيات / ""موهبة"" والجمعية الخيرية لرعاية الأيتام بالمدينة المنورة ""تكافل"" توقعان مذكرة تفاهم",علوم و تقنيات,عربى,12/1/2024 2:01,https://spa.gov.sa/w2216564
ع / رياضي / بوتافوجو البرازيلي بطلا لكأس ليبرتادوريس بفوزه على مواطنه أتلتيكو مينيرو 1- 3       ,رياضي,عربى,12/1/2024 3:00,https://spa.gov.sa/w2216565
ع / عام / استشهاد طفلين في قصف إسرائيلي على خيمة للنازحين جنوب قطاع غزة,عام,عربى,12/1/2024 4:23,https://spa.gov.sa/w2216577
ع / عام / قوات الاحتلال الإسرائيلي تقتحم مخيم الجلزون شمال رام الله,عام,عربى,12/1/2024 5:36,https://spa.gov.sa/w2216580
ع / رياضي / الدوري الفرنسي .. التعادل الإيجابي يحسم مواجهة سان جيرمان ونانت ,رياضي,عربى,12/1/2024 6:46,https://spa.gov.sa/w2216584
ع / بيئي / حالة الطقس المتوقعة اليوم,البيئة,عربى,12/1/2024 7:00,https://spa.gov.sa/w2216585
ع / عام / قطار الرياض يبدأ استقبال ركابه صباح اليوم  ,عام,عربى,12/1/2024 7:36,https://spa.gov.sa/w2216587
ع / بيئي / المركز الوطني للأرصاد ينبه من تكوّن أمطار على منطقة عسير,البيئة,عربى,12/1/2024 7:38,https://spa.gov.sa/w2216588
ع / سياسي / اهتمامات الصحف الباكستانية,سياسي,عربى,12/1/2024 7:50,https://spa.gov.sa/w2216589
ع / عام / زلزال بقوة 4.9 درجات يضرب قبالة سواحل نيوزيلندا,عام,عربى,12/1/2024 8:26,https://spa.gov.sa/w2216593
ع / سياسي / قوات الاحتلال الإسرائيلي تنفّذ حملة اعتقالات بالضفة الغربية,سياسي,عربى,12/1/2024 8:35,https://spa.gov.sa/w2216597
ع / اقتصادي / نمو الصادرات الكورية الجنوبية بنسبة 1.4% ,اقتصادي,عربى,12/1/2024 9:01,https://spa.gov.sa/w2216598
ع / سياسي / جيبوتي تترأس مجلس السلم والأمن الأفريقي خلال ديسمر ,سياسي,عربى,12/1/2024 9:24,https://spa.gov.sa/w2216600
ع / سياسي / الناخبون في رومانيا يدلون بأصواتهم في الانتخابات البرلمانية,سياسي,عربى,12/1/2024 9:32,https://spa.gov.sa/w2216601
ع / ثقافي / بدء جلسات المؤتمر الدولي الـ 37 لمسلمي أمريكا اللاتينية ودول البحر الكاريبي بالبرازيل,ثقافي,عربى,12/1/2024 10:00,https://spa.gov.sa/w2216605
"ع / اقتصادي / ""هيئة العقار"" تُنفذ 12 جولة رقابية مشتركة لضمان الامتثال في السوق العقاري",اقتصادي,عربى,12/1/2024 10:27,https://spa.gov.sa/w2216612
ع / عام / رئيس وزراء منغوليا يصل الرياض,البيئة,عربى,12/1/2024 10:29,https://spa.gov.sa/w2216615
"ع / عام / الإمارات في يومها الوطني الـ 53 .. نهضة شاملة تقودها ""رؤية 2031""",عام,عربى,12/1/2024 10:40,https://spa.gov.sa/w2216619
ع / عام / المرور السعودي: استخدام الهاتف المحمول (الجوال) أثناء قيادة المركبة يتصدّر مسببات الحوادث المرورية في المنطقة الشرقية,عام,عربى,12/1/2024 11:00,https://spa.gov.sa/w2216628
ع / سياسي / استشهاد أسيرين نتيجة التعذيب داخل معتقلات الاحتلال الإسرائيلي,سياسي,عربى,12/1/2024 11:02,https://spa.gov.sa/w2216629
"ع / صحي / ""الإحصاء"" تعلن نتائج النشاط البدني في المملكة 2024",الصحة,عربى,12/1/2024 11:05,https://spa.gov.sa/w2216631
ع / سياسي / اهتمامات الصحف المصرية,سياسي,عربى,12/1/2024 11:06,https://spa.gov.sa/w2216634
"ع / عام / ""العمليات الأمنية"" تتلقى (2.577.867) اتصالًا عبر رقم (911) خلال شهر نوفمبر الماضي ",عام,عربى,12/1/2024 11:51,https://spa.gov.sa/w2216650
"ع / عام / ""الموارد البشرية"" تعلن بدء تطبيق المرحلة الثالثة من توثيق عقود توطين التشغيل والصيانة إلكترونيًّا",عام,عربى,12/1/2024 11:59,https://spa.gov.sa/w2216654
ع / عام / خادم الحرمين الشريفين يهنئ رئيس جمهورية أفريقيا الوسطى بذكرى يوم الجمهورية لبلاده,عام,عربى,12/1/2024 12:01,https://spa.gov.sa/w2216655
ع / عام / سمو ولي العهد يهنئ رئيس جمهورية أفريقيا الوسطى بذكرى يوم الجمهورية لبلاده,عام,عربى,12/1/2024 12:02,https://spa.gov.sa/w2216657
ع / سياسي / اهتمامات الصحف العراقية ,سياسي,عربى,12/1/2024 12:09,https://spa.gov.sa/w2216660
"ع / اقتصادي / ""زين السعودية"" تزود ""البحر الأحمر الدولية"" بأول نظام للاتصالات الطارئة ",اقتصادي,عربى,12/1/2024 12:14,https://spa.gov.sa/w2216665
"ع / علوم وتقنيات / أمانة المنطقة الشرقية تستعرض رحلتها في تفعيل نظم المعلومات الجغرافية ""GISday2024""",علوم و تقنيات,عربى,12/1/2024 12:16,https://spa.gov.sa/w2216666
ع / بيئي / القوات الخاصة للأمن البيئي تضبط عددًا من المخالفين لنظام البيئة ,البيئة,عربى,12/1/2024 12:26,https://spa.gov.sa/w2216670
"ع / اقتصادي / أمير الشرقية يستقبل مدير الإقليم الشرقي للمناطق بشركة ""STC""",اقتصادي,عربى,12/1/2024 12:28,https://spa.gov.sa/w2216673
"ع / اقتصادي / صندوق تنمية الموارد البشرية يُطلق مبادرة ""العمل المبكر"" لاكتشاف قدرات الشباب وتهيئتهم لسوق العمل",اقتصادي,عربى,12/1/2024 12:40,https://spa.gov.sa/w2216677
"ع / عام / نائب أمير الشرقية يلتقي مدير الإقليم الشرقي للمناطق بشركة ""STC""",عام,عربى,12/1/2024 12:41,https://spa.gov.sa/w2216678
ع / اقتصادي / المركز السعودي للأعمال يتيح للشركات متناهية الصغر والصغيرة إيداع قوائمها المالية,اقتصادي,عربى,12/1/2024 12:54,https://spa.gov.sa/w2216684
"ع / ثقافي / انطلاق النسخة التاسعة من مهرجان الملك عبدالعزيز للإبل في أرض الصياهد تحت شعار ""عز لأهلها"" ",ثقافي,عربى,12/1/2024 12:55,https://spa.gov.sa/w2216686
ع / سياسي / اهتمامات الصحف الفلسطينية,سياسي,عربى,12/1/2024 12:55,https://spa.gov.sa/w2216687
ع / سياسي / الديوان الملكي :  بناءً على توجيه خادم الحرمين الشريفين.. غادر سمو ولي العهد إلى دولة الكويت لترؤس وفد المملكة في الدورة الـ (45) للمجلس الأعلى لمجلس التعاون الخليجي,سياسي,عربى,12/1/2024 13:05,https://spa.gov.sa/w2216694
ع / صحي / أمير المنطقة الشرقية يرعى توقيع اتفاقيات بين فرع وزارة الصحة وجهات حكومية,الصحة,عربى,12/1/2024 13:06,https://spa.gov.sa/w2216695
ع / عام / وحدات الأحوال المدنية المتنقلة تقدم خدماتها في (75) موقعًا حول المملكة ,عام,عربى,12/1/2024 13:07,https://spa.gov.sa/w2216697
ع / سياسي / اهتمامات الصحف التونسية ‏,سياسي,عربى,12/1/2024 13:09,https://spa.gov.sa/w2216704
ع / عام / حرس الحدود بمنطقة جازان يحبط تهريب (324) كلجم من نبات القات المخدر,عام,عربى,12/1/2024 13:10,https://spa.gov.sa/w2216705
ع / سياسي / قوات الاحتلال الإسرائيلي تعتقل 15 فلسطينيًا بالضفة الغربية,سياسي,عربى,12/1/2024 13:10,https://spa.gov.sa/w2216706
"‎ع / بيئي / ""الأرصاد"": أمطار غزيرة على منطقة جازان",البيئة,عربى,12/1/2024 13:10,https://spa.gov.sa/w2216707
ع / عام / أمير الحدود الشمالية يستقبل مدير إدارة الدفاع المدني السابق والمعيَّن حديثًا بالمنطقة,عام,عربى,12/1/2024 13:11,https://spa.gov.sa/w2216711
ع / عام / حرس الحدود بمنطقة عسير يحبط تهريب (150) كيلوجرامًا من نبات القات المخدر,عام,عربى,12/1/2024 13:11,https://spa.gov.sa/w2216712
ع / رياضي / التعاون والرائد أبطال منطقة القصيم والشمال للناشئين في المصارعة الرومانية والحرة,رياضي,عربى,12/1/2024 13:12,https://spa.gov.sa/w2216714
ع / عام / حرس الحدود بمنطقة جازان يحبط تهريب (240) كلجم من نبات القات المخدر,عام,عربى,12/1/2024 13:14,https://spa.gov.sa/w2216716
ع / سياسي / نائب وزير الخارجية يستقبل سفير إيران لدى المملكة,سياسي,عربى,12/1/2024 13:17,https://spa.gov.sa/w2216718
"ع / ثقافي / حرس الحدود يقيم معرض ""وطن بلا مخالف"" في منطقة المدينة المنورة",ثقافي,عربى,12/1/2024 13:18,https://spa.gov.sa/w2216719
"ع / ثقافي / أمير الحدود الشمالية يتسلم تقريرًا عن مبادرة ""نحو جيل واعٍ لتعزيز مفهوم السلامة المرورية للمدارس""",ثقافي,عربى,12/1/2024 13:20,https://spa.gov.sa/w2216722
ع / رياضي / انطلاق بطولة مكاتب تعليم جازان للرياضات الشاطئية,رياضي,عربى,12/1/2024 13:21,https://spa.gov.sa/w2216723
ع / اقتصادي / وزارة الصناعة والثروة المعدنية تنفذ 1016 جولة رقابية على المواقع التعدينية خلال شهر أكتوبر الماضي,اقتصادي,عربى,12/1/2024 13:27,https://spa.gov.sa/w2216726
ع / اقتصادي / البورصة الأردنية تغلق على ارتفاع,اقتصادي,عربى,12/1/2024 13:27,https://spa.gov.sa/w2216727
ع / عام / محافظ جدة يستقبل رئيس لجنة المحامين بمنطقة مكة المكرمة,عام,عربى,12/1/2024 13:28,https://spa.gov.sa/w2216729
"ع / رياضي / ""الفرس عادات"" تظفر بكأس إمارة منطقة نجران ""والجوّاد أكفيك"" بطلًا لكأس الاتحاد الأوروبي في سباقات الرياض",رياضي,عربى,12/1/2024 13:30,https://spa.gov.sa/w2216731
ع / علوم وتقنيات / منظمة التعاون الرقمي تبرز الحاجة إلى التعاون العالمي لتمكين الازدهار الرقمي في منتدى الشرق الأوسط وشمال أفريقيا لتكنولوجيا المعلومات والاتصالات 2024,علوم و تقنيات,عربى,12/1/2024 13:31,https://spa.gov.sa/w2216732
"ع / علوم وتقنيات / جامعة الأميرة نورة تُنظِّم معرض ""مستشارك في دارك""",علوم و تقنيات,عربى,12/1/2024 13:35,https://spa.gov.sa/w2216735
ع / سياسي/ اهتمامات الصحف الجزائرية,سياسي,عربى,12/1/2024 13:38,https://spa.gov.sa/w2216737
ع / سياسي / وزير الخارجية الأردني ونظيره السوري يبحثان هاتفيًا تطورات الأوضاع في سوريا ,سياسي,عربى,12/1/2024 13:39,https://spa.gov.sa/w2216738
ع / صحي / أمير منطقة الرياض يطّلع على جهود ونشاطات الجمعية السعودية لطب الأسنان ,الصحة,عربى,12/1/2024 13:45,https://spa.gov.sa/w2216740
ع / عام / سمو ولي العهد يهنئ السيد أنطونيو كوستا بمناسبة انتخابه رئيسًا للمجلس الأوروبي,عام,عربى,12/1/2024 13:46,https://spa.gov.sa/w2216741
ع / اقتصادي / المركز الإحصائي لدول مجلس التعاون يُشيد بالمنجزات المحققة لدولة الإمارات بمناسبة يومها الوطني الـ53,اقتصادي,عربى,12/1/2024 13:47,https://spa.gov.sa/w2216743
ع / عام / سمو ولي العهد يهنئ السيدة أورسولا فون دير لاين بمناسبة إعادة انتخابها رئيسًا للمفوضية الأوروبية لفترة ثانية ,عام,عربى,12/1/2024 13:47,https://spa.gov.sa/w2216744
ع / ثقافي / ملتقى آرت إكسبو 2024 بالجبيل: منصة للفن المستدام وتعزيز الوعي البيئي,ثقافي,عربى,12/1/2024 13:54,https://spa.gov.sa/w2216748
"ع / ثقافي / أمانة حائل تطلق مبادرة تعريفية بعنوان ""صوتك مسموع ورأيك يفرق"" ",ثقافي,عربى,12/1/2024 13:58,https://spa.gov.sa/w2216753
ع / ثقافي / أمين مؤسسة سلطان بن عبدالعزيز الخيرية يؤكد أهمية الاحتفاء باليوم العالمي للغة العربية,ثقافي,عربى,12/1/2024 14:02,https://spa.gov.sa/w2216756
ع / عام / بدعم كبير من المملكة العربية السعودية للتحالف.. التحالف الإسلامي العسكري لمحاربة الإرهاب يدشن غدًا برنامجه في دول الساحل من (نواكشوط),عام,عربى,12/1/2024 14:03,https://spa.gov.sa/w2216759
ع / علوم وتقنيات / نائب أمير حائل يستقبل مدير شركة الاتصالات السعودية بالمنطقة,علوم و تقنيات,عربى,12/1/2024 14:04,https://spa.gov.sa/w2216760
ع / رياضي / أمير نجران يشيد بنتائج نادي ذوي الإعاقة بالمنطقة ,رياضي,عربى,12/1/2024 14:17,https://spa.gov.sa/w2216765
ع / اجتماعي / أمير القصيم يستقبل أعضاء مجلس إدارة جمعية التنمية الأهلية بحيي قرطبة والرحاب,إجتماعي,عربى,12/1/2024 14:18,https://spa.gov.sa/w2216766
ع / عام / المملكة تُطلق 46 برنامجًا تدريبيًا لدول التحالف الإسلامي العسكري لتعزيز جهود محاربة الإرهاب,عام,عربى,12/1/2024 14:19,https://spa.gov.sa/w2216768
ع / عام / تحت رعاية خادم الحرمين الشريفين.. العرض الدولي السابع لجمال الخيل العربية الأصيلة ينطلق في الـ 11 من ديسمبر,عام,عربى,12/1/2024 14:29,https://spa.gov.sa/w2216772
ع / سياسي / سمو لي العهد يصل إلى دولة الكويت ,سياسي,عربى,12/1/2024 14:39,https://spa.gov.sa/w2216777
ع / سياسي / مدير فرع وزارة الخارجية بمكة المكرمة يستقبل القنصل العام لجمهورية الصومال الفيدرالية ,سياسي,عربى,12/1/2024 14:46,https://spa.gov.sa/w2216785
"ع / اقتصادي / ""موانئ"": إضافة خدمة الشحن "" Pakistan Gulf Express "" التابعة لشركة ONE إلى ميناء الملك عبدالعزيز بالدمام",اقتصادي,عربى,12/1/2024 14:50,https://spa.gov.sa/w2216790
ع / سياسي / العاهل الأردني ورئيس مجلس الوزراء العراقي يبحثان التطورات الراهنة في المنطقة,سياسي,عربى,12/1/2024 14:53,https://spa.gov.sa/w2216793
"ع / عام / تطبيق ""ناجز"" يُقدّم أكثر من 100 خدمة عدلية  ",عام,عربى,12/1/2024 14:54,https://spa.gov.sa/w2216796
ع / اقتصادي / مؤشر بورصة مسقط يُغلق على ارتفاع ,اقتصادي,عربى,12/1/2024 14:56,https://spa.gov.sa/w2216800
"ع / ثقافي / ""كايسيد"" يختتم اجتماعاته في العاصمة البرتغالية لشبونة لتعزيز مبادراته وبرامجه حول العالم  ",ثقافي,عربى,12/1/2024 15:05,https://spa.gov.sa/w2216803
ع / عام / الصقارون يستعدون للمنافسة على ألقاب مهرجان الملك عبدالعزيز للصقور 2024,عام,عربى,12/1/2024 15:07,https://spa.gov.sa/w2216805
ع / سياسي / مدير عام فرع وزارة الخارجية بمنطقة مكة المكرمة يستقبل القنصل المالديفي ,سياسي,عربى,12/1/2024 15:08,https://spa.gov.sa/w2216806
ع / سياسي / قمم الخليج.. وحدة المواقف وتوافق الرؤى,سياسي,عربى,12/1/2024 15:10,https://spa.gov.sa/w2216808
"ع / اقتصادي / توقيع شراكة ثلاثية بين ""الصندوق العقاري"" و""إعادة التمويل"" و""الأهلي"" لتطوير السوق الثانوي للتمويل العقارية",اقتصادي,عربى,12/1/2024 15:21,https://spa.gov.sa/w2216812
ع / اقتصادي / مؤشر بورصة تونس ينهي تعاملات الأسبوع على انخفاض,اقتصادي,عربى,12/1/2024 15:26,https://spa.gov.sa/w2216819
ع / سياسي / رئيس غينيا بيساو يتسلم رسالة من رئيس حكومة الوحدة الوطنية الليبية,سياسي,عربى,12/1/2024 15:27,https://spa.gov.sa/w2216820
ع / اقتصادي / مؤشرا بورصة البحرين يقفلان على تباين,اقتصادي,عربى,12/1/2024 15:27,https://spa.gov.sa/w2216821
ع / رياضي / مدرب فريق الأهلي السعودي يؤكد جاهزية فريقه لمواجهة استقلال إيران يوم غدٍ ,رياضي,عربى,12/1/2024 15:37,https://spa.gov.sa/w2216828
ع / عام / دوريات الإدارة العامة للمجاهدين بمنطقة عسير تقبض على مواطن لنقله (4) مخالفين لنظام أمن الحدود ,عام,عربى,12/1/2024 15:38,https://spa.gov.sa/w2216829
ع / سياسي / انطلاق أعمال الندوة رفيعة المستوى حول الأمن والسلم في أفريقيا بالجزائر ,سياسي,عربى,12/1/2024 15:38,https://spa.gov.sa/w2216830
ع / عام / برئاسة رئيس مجلس الشورى.. الهيئة العامة للمجلس تعقد اجتماعها الخامس من أعمال السنة الأولى للدورة التاسعة,عام,عربى,12/1/2024 15:39,https://spa.gov.sa/w2216831
ع / اقتصادي / مؤشر بورصة قطر يغلق منخفضًا,اقتصادي,عربى,12/1/2024 15:40,https://spa.gov.sa/w2216833
"ع / اجتماعي / ""الندوة العالمية"" تضع حجر الأساس لمستوصف طبي لخدمة سكان المناطق النائية في النيجر",إجتماعي,عربى,12/1/2024 15:46,https://spa.gov.sa/w2216836
ع / رياضي / مدرب فريق الاستقلال الإيراني يؤكد جاهزيتهم لمواجهة فريق الأهلي السعودي غدًا ,رياضي,عربى,12/1/2024 15:47,https://spa.gov.sa/w2216838
"ع / ثقافي / انطلاق فعاليات ""مهرجان الفلكلور الوطني"" في نسخته الثالثة غدًا بكورنيش الخبر",ثقافي,عربى,12/1/2024 15:48,https://spa.gov.sa/w2216839
ع / سياسي / استشهاد أربعة فلسطينيين في قصف للاحتلال الإسرائيلي على جنوب قطاع غزة,سياسي,عربى,12/1/2024 15:49,https://spa.gov.sa/w2216840
ع / اقتصادي/ المؤسسة الإسلامية لتأمين الاستثمار وائتمان الصادرات تشارك في الاجتماع الـ 14 لاتحاد أمان بالجزائر,اقتصادي,عربى,12/1/2024 15:51,https://spa.gov.sa/w2216841
"ع / علوم وتقنيات / إطلاق النسخة الثانية من ""البرنامج التدريبي للطلاب والطالبات في المرحلة الجامعية المتخصصين في الأمن السيبراني""",علوم و تقنيات,عربى,12/1/2024 15:54,https://spa.gov.sa/w2216843
"ع / عام / وزارة البلديات والإسكان تحصل على شهادة ""مواءمة"" كبيئة عمل مساندة لذوي الإعاقة",عام,عربى,12/1/2024 15:56,https://spa.gov.sa/w2216847
ع / بيئي / الشركة الوطنية للخدمات الزراعية تشارك بتقديم الخدمات البيطرية في مهرجان الإبل بنسخته التاسعة ,البيئة,عربى,12/1/2024 15:56,https://spa.gov.sa/w2216848
ع /  عام / وزير الصحة يبدأ زيارة إلى الصين لتعزيز التعاون المشترك في المجال الصحي ,عام,عربى,12/1/2024 16:06,https://spa.gov.sa/w2216850
ع / عام / دوريات الإدارة العامة للمجاهدين بمنطقة جازان تحبط تهريب (189) كيلو جرامًا من نبات القات المخدر,عام,عربى,12/1/2024 16:10,https://spa.gov.sa/w2216853
"ع / رياضي/ الهدى يتصدر ""ممتاز اليد"" والخليج يتجاوز الأهلي في قمة الجولة العاشرة",رياضي,عربى,12/1/2024 16:20,https://spa.gov.sa/w2216858
ع / صحي / الخدمات الطبية تقيم فعاليات توعوية بمناسبة اليوم العالمي للإيدز,الصحة,عربى,12/1/2024 16:22,https://spa.gov.sa/w2216860
ع / بيئي / ورش توعوية لتطوير قدرات أصحاب المشاريع الزراعية بالطائف,البيئة,عربى,12/1/2024 16:23,https://spa.gov.sa/w2216862
ع / عام / إطلاق 7 أدلة إرشادية في المشتريات الحكومية,عام,عربى,12/1/2024 16:27,https://spa.gov.sa/w2216868
ع / اقتصادي / مؤشر سوق الأسهم السعودية يغلق مرتفعًا عند مستوى 11741 نقطة,اقتصادي,عربى,12/1/2024 16:28,https://spa.gov.sa/w2216869
ع / سياسي / انعقاد الجولة الأولى من المشاورات السياسية السعودية - الإثيوبية,سياسي,عربى,12/1/2024 16:36,https://spa.gov.sa/w2216874
"ع / ثقافي / “نقش"".. مبادرة شبابية تمكّن 70 سعوديًا من دخول أرقى 50 جامعة عالميًا”",ثقافي,عربى,12/1/2024 16:37,https://spa.gov.sa/w2216875
ع / عام / تنفيذ حكم القتل قصاصًا بأحد الجناة بمنطقة الرياض,عام,عربى,12/1/2024 16:38,https://spa.gov.sa/w2216876
ع / عام / دوريات الإدارة العامة للمجاهدين بمحافظة جدة تقبض على مقيم لترويجه مادة الحشيش المخدر,عام,عربى,12/1/2024 16:40,https://spa.gov.sa/w2216877
ع / سياسي / السفير البصيري يلتقي رئيس المجلس الإسلامي الأعلى بالجزائر,سياسي,عربى,12/1/2024 16:41,https://spa.gov.sa/w2216879
"ع / علوم وتقنيات / ""سدايا"" تصدر وثيقة إطار تبني الذكاء الاصطناعي لتعزيز الاستخدام الأخلاقي والمسؤول لهذه التقنيات المتقدمة بالمملكة",علوم و تقنيات,عربى,12/1/2024 16:43,https://spa.gov.sa/w2216881
ع / سياسي / سمو ولي العهد يرأس وفد المملكة في الدورة الـ 45 للمجلس الأعلى لمجلس التعاون لدول الخليج العربية المنعقدة في الكويت,سياسي,عربى,12/1/2024 16:49,https://spa.gov.sa/w2216884
"ع / سياسي / انطلاق فعاليات ""اليوم العالمي للتضامن مع الشعب الفلسطيني"" بالجامعة العربية بمشاركة المملكة",سياسي,عربى,12/1/2024 17:07,https://spa.gov.sa/w2216894
"ع / بيئي / هيئة تطوير محمية الملك عبدالعزيز الملكية تُشارك في ""كوب 16"" بالرياض",البيئة,عربى,12/1/2024 17:17,https://spa.gov.sa/w2216899
ع / سياسي / نائب رئيس دولة الإمارات: تعزيز العمل الخليجي المشترك يعد ضمانة أساسية لتحقيق مصالح دول المجلس ,سياسي,عربى,12/1/2024 17:17,https://spa.gov.sa/w2216900
ع / اقتصادي / معرض صناع العطور 2024 بمكة المكرمة.. فرصة للشركات الرائدة لعرض منتجاتها وخدماتها,اقتصادي,عربى,12/1/2024 17:19,https://spa.gov.sa/w2216901
"ع / عام / القوة الخاصة لأمن الطرق بمنطقة مكة المكرمة تقبض على شخص لترويجه (7,357) قرصًا خاضعًا لتنظيم التداول الطبي",عام,عربى,12/1/2024 17:20,https://spa.gov.sa/w2216902
ع / رياضي / الأهلي السعودي يلتقي ضيفه الاستقلال الإيراني ضمن منافسات بطولة دوري أبطال آسيا للنخبة غدًا,رياضي,عربى,12/1/2024 17:21,https://spa.gov.sa/w2216904
"ع / ثقافي/ مجمع الملك سلمان العالمي للُّغة العربيَّة يعلن بدء التسجيل في النسخة الثانية من برنامج ""الانغماس اللُّغوي""",ثقافي,عربى,12/1/2024 17:22,https://spa.gov.sa/w2216906
"ع / عام / ""الشؤون الإسلامية"" ترسي مشاريع صيانة ونظافة وتشغيل 685 مسجدًا وجامعًا بعدد من مناطق المملكة ",عام,عربى,12/1/2024 17:23,https://spa.gov.sa/w2216907
ع / عام / دوريات الأفواج الأمنية بمنطقة جازان تقبض على شخص لترويجه نبات القات المخدر,عام,عربى,12/1/2024 17:23,https://spa.gov.sa/w2216908
ع / سياسي / ولي عهد البحرين يؤكد أن مواصلة تعزيز جميع أوجه التعاون بين دول المجلس له أهمية نحو آفاقٍ أوسع ,سياسي,عربى,12/1/2024 17:28,https://spa.gov.sa/w2216911
ع / اجتماعي / أمير منطقة تبوك يطمئن على صحة الشيخ الخريصي ,إجتماعي,عربى,12/1/2024 17:29,https://spa.gov.sa/w2216913
ع / اقتصادي / البورصة المصرية تغلق تعاملاتها على ارتفاع,اقتصادي,عربى,12/1/2024 17:30,https://spa.gov.sa/w2216917
ع / اجتماعي / مركز الملك سلمان للإغاثة يوقع برنامجًا مشتركًا لاستئصال مرض شلل الأطفال في أفغانستان,إجتماعي,عربى,12/1/2024 17:31,https://spa.gov.sa/w2216918
ع / عام / دوريات الأفواج الأمنية بمنطقة عسير تقبض على مقيم لترويجه نبات القات المخدر,عام,عربى,12/1/2024 17:33,https://spa.gov.sa/w2216922
ع / بيئي/ الأمين العام لاتفاقية الأراضي الرطبة تزور جزر فرسان ,البيئة,عربى,12/1/2024 17:38,https://spa.gov.sa/w2216925
"ع / رياضي / الأمن العام يطلق بطولة ""هممنا قمم"" بمحافظة الجموم في نسختها الثانية",رياضي,عربى,12/1/2024 17:40,https://spa.gov.sa/w2216928
ع / بيئي / الاتحاد الأوروبي يشارك في مؤتمر الأطراف السادس عشر في الرياض لإيجاد حلول عالمية للتصحر وتدهور الأراضي والجفاف,البيئة,عربى,12/1/2024 17:41,https://spa.gov.sa/w2216929
ع / عام / الدكتور الربيعة يلتقي المدير العام للمنظمة الإسلامية للأمن الغذائي,عام,عربى,12/1/2024 17:42,https://spa.gov.sa/w2216930
ع / ثقافي / هيئة المتاحف والمتحف الوطني الصيني يوقعان ملحق البرنامج التنفيذي لتعزيز التعاون الثقافي,ثقافي,عربى,12/1/2024 17:43,https://spa.gov.sa/w2216931
ع / عام / وزارة البلديات والإسكان تشارك في مؤتمر الرياض COP16 لاتفاقية الأمم المتحدة لمكافحة التصحر,عام,عربى,12/1/2024 17:44,https://spa.gov.sa/w2216932
"ع / سياحة وترفيه / اختتام فعاليات ""الأسبوع المصري"" في حديقة السويدي ضمن موسم الرياض 2024",سياحة و ترفية,عربى,12/1/2024 17:46,https://spa.gov.sa/w2216934
ع / عام / الهيئة الملكية لمدينة مكة المكرمة والمشاعر المقدسة تعلن عن رغبتها في تأهيل المطورين العقاريين ومشغلي النقل بمكة المكرمة,عام,عربى,12/1/2024 17:49,https://spa.gov.sa/w2216936
"ع / بيئي / أمانة المدينة المنورة تطلق استبيانها الدوري ""رأيك أمانة"" لقياس رضا السكان عن الخدمات البلدية",البيئة,عربى,12/1/2024 17:53,https://spa.gov.sa/w2216939
"ع / اقتصادي / شركة ""دان"" تطلق علامة الضيافة المحلية ""منتجعات تواجا الفاخرة"" ذات الطابع الريفي والبيئي والترفيهي",اقتصادي,عربى,12/1/2024 17:54,https://spa.gov.sa/w2216940
ع / رياضي / استئناف منافسات الدوري السعودي لكرة السلة ,رياضي,عربى,12/1/2024 17:55,https://spa.gov.sa/w2216941
"ع / ثقافي / الصندوق الثقافي يُسدل ستار مشاركته في النسخة الثانية من ""بنان""",ثقافي,عربى,12/1/2024 18:08,https://spa.gov.sa/w2216948
"ع / سياسي / صدور ""إعلان الكويت"" في ختام أعمال الدورة (45) للمجلس الأعلى لمجلس التعاون لدول الخليج العربية ",سياسي,عربى,12/1/2024 18:17,https://spa.gov.sa/w2216955
ع / سياسي / المبعوث الدولي إلى سوريا يدعو إلى محادثات سلام جديدة وجادة ,سياسي,عربى,12/1/2024 18:20,https://spa.gov.sa/w2216956
ع / سياسي / سمو ولي العهد يصل إلى دولة الإمارات العربية المتحدة في زيارة خاصة,سياسي,عربى,12/1/2024 18:44,https://spa.gov.sa/w2216963
ع / اقتصادي / بدء موسم جني الحمضيات في محافظة العُلا بإنتاج سنوي يقدر بأكثر من 600 ألف طن,اقتصادي,عربى,12/1/2024 18:45,https://spa.gov.sa/w2216964
"ع / بيئي / المعرض والمنتدى الدولي لتقنيات التشجير يستكشف ابتكارات مكافحة التصحر في المنطقة الخضراء بـ ""كوب 16"" الرياض",البيئة,عربى,12/1/2024 18:46,https://spa.gov.sa/w2216966
ع / رياضي / مدرب فريق النصر الإيطالي ستفيانو بيولي: مواجهة السد مهمة وجاهزون للفوز,رياضي,عربى,12/1/2024 18:47,https://spa.gov.sa/w2216967
ع / سياسي / الأمم المتحدة تؤكد ضرورة وقف إطلاق النار في غزة وإنهاء الاحتلال الإسرائيلي,سياسي,عربى,12/1/2024 18:49,https://spa.gov.sa/w2216969
