Title,Type,language,Date,Link
"ع / ثقافي / تحت رعاية أمير منطقة مكة المكرمة ونيابة عنه .. محافظ جدة يفتتح معرض ""الجمل عبر العصور الثالث"" ",ثقافي,عربى,12/10/2024 22:23,https://spa.gov.sa/w2222964
ع / عام / لجنة التعاون العسكري الثنائية السعودية البريطانية تعقد اجتماعها الرابع بالرياض,عام,عربى,12/10/2024 22:31,https://spa.gov.sa/w2222970
ع / عام / سمو قائد القوات الجویة يشهد اختتام التمرين الجوي المشترك والمختلط «طويق 4»,عام,عربى,12/10/2024 22:36,https://spa.gov.sa/w2222973
"ع / رياضي / بمشاركة 116 فارسًا وفارسة من 24 دولة .. انطلاق الأسبوع الثاني من ""قفز السعودية"" ",رياضي,عربى,12/10/2024 22:43,https://spa.gov.sa/w2222977
"ع / ثقافي / الصندوق الثقافي يوقع 8 اتفاقيات تسهيلات ائتمانية ضمن ""التمويل الثقافي""",ثقافي,عربى,12/10/2024 22:46,https://spa.gov.sa/w2222980
ع / رياضي / فلومنينسي يواصل انتصاراته.. وصن داونز يعود للمنافسة في دولية القارات ,رياضي,عربى,12/10/2024 22:46,https://spa.gov.sa/w2222981
ع / ثقافي / هيئة الأدب والنشر والترجمة تستعد لتنظيم معرض جدة للكتاب 2024,ثقافي,عربى,12/10/2024 23:06,https://spa.gov.sa/w2222999
"ع / ثقافي / ""السَّواحل"" سلالة إبل أصيلة ارتبطت بسواحل تُهامة من جازان جنوبًا وحتى ظِباء شمالًا",ثقافي,عربى,12/10/2024 23:15,https://spa.gov.sa/w2223004
"ع / علوم وتقنيات / وزارة الصناعة والثروة المعدنية تُبرم مذكرة تفاهم مع شركة ""فيرتكس"" الأمريكية للأدوية لتعزيز قطاع التقنية الحيوية وتوطين صناعة العلاجات الجينية بالمملكة",علوم و تقنيات,عربى,12/10/2024 23:17,https://spa.gov.sa/w2223005
ع / علوم وتقنيات / 84 فريقًا من 28 جامعة في المملكة يتنافسون بمشاريعهم الإبداعية في المرحلة الثانية من مسابقة (أذكى U),علوم و تقنيات,عربى,12/10/2024 23:28,https://spa.gov.sa/w2223016
ع / علوم وتقنيات / مدير الأمن العام يشارك في الملتقى العلمي الـ 24 لأبحاث الحجّ والعمرة والزّيارة,علوم و تقنيات,عربى,12/10/2024 23:41,https://spa.gov.sa/w2223026
ع / سياحة وترفيه / صندوق البحر الأحمر يعزز دعمه لصنّاع الأفلام في آسيا  ,سياحة و ترفية,عربى,12/10/2024 23:42,https://spa.gov.sa/w2223029
ع / عام / جامعة الملك خالد تنظم معرضًا وجلسة حوارية بمناسبة اليوم الدولي لمكافحة الفساد,عام,عربى,12/10/2024 23:43,https://spa.gov.sa/w2223030
ع / ثقافي / مديرة احتفال نور الرياض : الفعالية منصة حاضنة للتبادل الثقافي بين أكثر من 400 فنان محلي وعالمي,ثقافي,عربى,12/10/2024 23:49,https://spa.gov.sa/w2223035
ع / عام / المديرية العامة للسجون تقيم ندوة علمية بمناسبة اليوم العالمي لحقوق الإنسان,عام,عربى,12/10/2024 23:52,https://spa.gov.sa/w2223037
ع / عام / أمانة العاصمة المقدسة تشارك في الملتقى العلمي الـ 24 لأبحاث الحج والعمرة 2024,عام,عربى,12/11/2024 1:03,https://spa.gov.sa/w2223057
ع / سياحة وترفيه / المنظمة العربية للسياحة تعلن اختيار مدينة بغداد عاصمة للسياحة العربية لعام 2025 ,سياحة و ترفية,عربى,12/11/2024 1:29,https://spa.gov.sa/w2223062
ع / عام / قوات الاحتلال الإسرائيلي تعتقل خمسة فلسطينيين في قرية بورين جنوب نابلس,عام,عربى,12/11/2024 2:03,https://spa.gov.sa/w2223066
ع / عام / أمانة المدينة تعتمد تنفيذ مشروع صحي بالمدينة المنورة ,عام,عربى,12/11/2024 3:00,https://spa.gov.sa/w2223069
ع / اقتصادي / مؤشرات الأسهم الأمريكية تغلق على انخفاض,اقتصادي,عربى,12/11/2024 4:43,https://spa.gov.sa/w2223093
ع / عام / استشهاد وفقدان أكثر من 37 فلسطينيا في مجزرتين للاحتلال الإسرائيلي شمال ووسط قطاع غزة,عام,عربى,12/11/2024 4:56,https://spa.gov.sa/w2223094
ع / عام / وزير الدفاع الأسترالي يلتقي نظيره الماليزي,عام,عربى,12/11/2024 5:05,https://spa.gov.sa/w2223097
ع / سياسي / رئيس الوزراء العراقي يلتقي قائد القيادة المركزية الأمريكية,سياسي,عربى,12/11/2024 6:32,https://spa.gov.sa/w2223099
ع / بيئي / حالة الطقس المتوقعة اليوم,البيئة,عربى,12/11/2024 7:00,https://spa.gov.sa/w2223100
ع / اقتصادي / المركزي الصيني يضخ سيولة في النظام المصرفي بقيمة 10.94 مليار دولار,اقتصادي,عربى,12/11/2024 7:57,https://spa.gov.sa/w2223103
ع / عام / زلزال بقوة 4.9 درجات يضرب جنوبي الفلبين ,عام,عربى,12/11/2024 8:52,https://spa.gov.sa/w2223108
ع / اقتصادي / ارتفاع اسعار النفط ,اقتصادي,عربى,12/11/2024 9:55,https://spa.gov.sa/w2223115
ع / اقتصادي / ارتفاع أسعار الجملة في اليابان ,اقتصادي,عربى,12/11/2024 10:04,https://spa.gov.sa/w2223116
"ع / بيئي / ""وقاء"" يستعرض أحدث التقنيات في مجال استكشاف ومكافحة الحشرات ",البيئة,عربى,12/11/2024 10:17,https://spa.gov.sa/w2223118
"ع / اقتصادي / ""المركزي الروسي"" يحدد سعر صرف الدولار مقابل العملات الرئيسية",اقتصادي,عربى,12/11/2024 10:21,https://spa.gov.sa/w2223119
ع / اجتماعي/ هيئة الهلال الأحمر بالقصيم تختتم مشاركتها بملتقى اليوم السعودي العالمي للتطوع 2024 ببريدة,إجتماعي,عربى,12/11/2024 10:22,https://spa.gov.sa/w2223120
"ع / صحي / ""الغذاء والدواء” تُشارك في المعرض الدوائي العالمي ""cphi الشرق الأوسط"" لبحث مستقبل الأدوية والابتكار",الصحة,عربى,12/11/2024 10:25,https://spa.gov.sa/w2223121
ع / سياسي / اهتمامات الصحف المغربية,سياسي,عربى,12/11/2024 10:27,https://spa.gov.sa/w2223122
ع / سياسي / اهتمامات الصحف الباكستانية,سياسي,عربى,12/11/2024 11:06,https://spa.gov.sa/w2223131
ع / سياسي / اهتمامات الصحف المصرية ,سياسي,عربى,12/11/2024 11:06,https://spa.gov.sa/w2223132
ع / عام / استشهاد فلسطيني وإصابة صياد في قصف إسرائيلي على وسط وجنوب قطاع غزة,عام,عربى,12/11/2024 11:09,https://spa.gov.sa/w2223133
ع / علوم وتقنيات / الأمير سعود بن طلال يطلع على خدمات شركة هبوب للأمن السيبراني,علوم و تقنيات,عربى,12/11/2024 11:27,https://spa.gov.sa/w2223136
ع / اقتصادي / ارتفاع أسعار الذهب ,اقتصادي,عربى,12/11/2024 11:34,https://spa.gov.sa/w2223138
ع / عام / الإسعاف الجوي ينقل مصابًا من نفود محيوه بمحافظة أبانات إلى مستشفى بريدة المركزي ,عام,عربى,12/11/2024 11:34,https://spa.gov.sa/w2223139
"ع / علوم وتقنيات / اختتام تحدي ""حجاثون 2"" بجامعة أم القرى ",علوم و تقنيات,عربى,12/11/2024 11:45,https://spa.gov.sa/w2223142
ع / سياسي / وزير الخارجية المصري يتلقى اتصالًا هاتفيًا من نظيره الأمريكي,سياسي,عربى,12/11/2024 11:50,https://spa.gov.sa/w2223145
ع / سياسي / اهتمامات الصحف الفلسطينية,سياسي,عربى,12/11/2024 11:51,https://spa.gov.sa/w2223146
ع / سياسي / اهتمامات الصحف العراقية ,سياسي,عربى,12/11/2024 11:52,https://spa.gov.sa/w2223147
ع / اقتصادي / الأسهم اليابانية تغلق على ارتفاع,اقتصادي,عربى,12/11/2024 11:56,https://spa.gov.sa/w2223148
ع / عام / رئيس الطيران المدني: أمن الطيران مسؤولية مشتركة وجيل الشباب قادرون على تطويره,عام,عربى,12/11/2024 12:03,https://spa.gov.sa/w2223151
ع / سياسي / رئيس بعثة الأمم المتحدة لدى ليبيا تلتقي وزير الداخلية الليبي ,سياسي,عربى,12/11/2024 12:05,https://spa.gov.sa/w2223154
"ع / صحي / مستشفى ""المهد"" يحصل على شهادة اعتماد المركز السعودي للمنشآت الصحية ",الصحة,عربى,12/11/2024 12:06,https://spa.gov.sa/w2223155
ع / بيئي / جبال العُلا تنطق بروعة الطبيعة والتراث في اليوم العالمي للجبال,البيئة,عربى,12/11/2024 12:07,https://spa.gov.sa/w2223156
ع / سياسي / اهتمامات الصحف التونسية,سياسي,عربى,12/11/2024 12:13,https://spa.gov.sa/w2223158
ع / سياسي / اهتمامات الصحف الجزائرية,سياسي,عربى,12/11/2024 12:14,https://spa.gov.sa/w2223159
ع / سياحة وترفيه / القطاع الجبلي بجازان.. مقومات طبيعية وسياحية تُعزز الاستثمار في المنطقة ,سياحة و ترفية,عربى,12/11/2024 12:20,https://spa.gov.sa/w2223160
"ع / رياضي / ""بنت مهجدة"" بطل خامس سباقات ميدان الفروسية بالجوف ",رياضي,عربى,12/11/2024 12:20,https://spa.gov.sa/w2223161
ع / عام / حرس الحدود بمنطقة عسير يحبط تهريب (195) كلجم من نبات القات المخدر,عام,عربى,12/11/2024 12:44,https://spa.gov.sa/w2223170
ع / سياسي / السفير البصيري يلتقي وزير التجارة الخارجية وترقية الصادرات الجزائري,سياسي,عربى,12/11/2024 12:45,https://spa.gov.sa/w2223171
ع / عام / مكافحة المخدرات تقبض على شخص بمنطقة القصيم لترويجه أقراصًا خاضعة لتنظيم التداول الطبي,عام,عربى,12/11/2024 12:47,https://spa.gov.sa/w2223174
ع / اقتصادي / وزير الاقتصاد والتخطيط يستقبل وفدًا من معهد الشرق الأوسط,اقتصادي,عربى,12/11/2024 12:48,https://spa.gov.sa/w2223175
ع / عام / حرس الحدود بمنطقة جازان يحبط تهريب (240) كلجم من نبات القات المخدر,عام,عربى,12/11/2024 12:48,https://spa.gov.sa/w2223177
ع / اجتماعي / أمير منطقة الرياض يستقبل الدوسري المتنازل عن قاتل ابنه,إجتماعي,عربى,12/11/2024 12:49,https://spa.gov.sa/w2223178
ع / عام / حرس الحدود بمنطقة جازان يقبض على (4) مخالفين لنظام أمن الحدود لتهريبهم (72) كيلوجرامًا من نبات القات المخدر,عام,عربى,12/11/2024 12:50,https://spa.gov.sa/w2223179
ع / ثقافي / هيئة المتاحف وهيئة المساحة الجيولوجية السعودية توقعان مذكرة تفاهم لتعزيز التعاون في المجالات الثقافية والعلمية,ثقافي,عربى,12/11/2024 12:55,https://spa.gov.sa/w2223181
ع / ثقافي / جامعة نجران تقيم معرضًا وتوقع اتفاقيات بمناسبة اليوم العالمي للتطوع,ثقافي,عربى,12/11/2024 12:57,https://spa.gov.sa/w2223185
ع / عام / مكافحة المخدرات تقبض على (7) مخالفين لنظام أمن الحدود و(3) مقيمين بمحافظة جدة لترويجهم مواد مخدرة,عام,عربى,12/11/2024 12:58,https://spa.gov.sa/w2223187
ع / اقتصادي / أسهم أوروبا تتراجع بضغط من تحديثات محبطة من الشركات,اقتصادي,عربى,12/11/2024 13:08,https://spa.gov.sa/w2223192
ع / اقتصادي / ارتفاع معدل التضخم في جنوب أفريقيا,اقتصادي,عربى,12/11/2024 13:08,https://spa.gov.sa/w2223193
ع / اقتصادي / ارتفاع معدل التضخم في رومانيا إلى 1ر5% في نوفمبر,اقتصادي,عربى,12/11/2024 13:08,https://spa.gov.sa/w2223194
ع / عام / الأمن الباكستاني يقضي على 15 إرهابيًا خلال عملية أمنية,سياسي,عربى,12/11/2024 13:14,https://spa.gov.sa/w2223195
ع / سياسي / مباحثات إثيوبية تشيكية تتناول عدة مجالات,سياسي,عربى,12/11/2024 13:14,https://spa.gov.sa/w2223196
ع / اقتصادي / أمير جازان يرعى حفل افتتاح ملتقى دعم الاستثمار في محافظات القطاع الجبلي,اقتصادي,عربى,12/11/2024 13:15,https://spa.gov.sa/w2223198
ع / ثقافي / هيئة الأفلام تشارك في سوق فوكس 2024 لتعزيز مكانة المملكة في صناعة السينما العالمية,ثقافي,عربى,12/11/2024 13:25,https://spa.gov.sa/w2223201
ع / سياسي / سمو وزير الخارجية يتلقى اتصالاً هاتفيًا من وزير الخارجية الإسباني ,سياسي,عربى,12/11/2024 13:26,https://spa.gov.sa/w2223202
ع / اقتصادي / بورصة الكويت تغلق تعاملاتها على ارتفاع المؤشر العام ,اقتصادي,عربى,12/11/2024 13:27,https://spa.gov.sa/w2223203
ع / بيئي / أمانة منطقة جازان تنفّذ 4298 جولة رقابية في أبو عريش لتعزيز الالتزام الصحي والبلدي,البيئة,عربى,12/11/2024 13:29,https://spa.gov.sa/w2223208
ع / اقتصادي / البورصة الأردنية تغلق على انخفاض,اقتصادي,عربى,12/11/2024 13:33,https://spa.gov.sa/w2223210
ع / سياحة وترفيه / الجبال بمنطقة تبوك تعانق الغمام وتحتضن الثلوج  ,سياحة و ترفية,عربى,12/11/2024 13:36,https://spa.gov.sa/w2223213
ع / ثقافي / جامعة الملك عبدالعزيز تشارك في معرض جدة الدولي للكتاب 2024 ,ثقافي,عربى,12/11/2024 13:38,https://spa.gov.sa/w2223215
ع / سياسي/ العاهل الأردني يلتقي رئيس مجلس الوزراء العراقي,سياسي,عربى,12/11/2024 13:42,https://spa.gov.sa/w2223217
ع / رياضي/ اختتام بطولة التعليم للدفاع عن النفس على مستوى المملكة التي استضافتها الشرقية,رياضي,عربى,12/11/2024 13:42,https://spa.gov.sa/w2223218
ع / عام / أمير الحدود الشمالية يستقبل رئيس مجلس إدارة المعهد السعودي للتعدين بمناسبة تقاعده,عام,عربى,12/11/2024 13:42,https://spa.gov.sa/w2223219
ع / عام / وزير الشؤون الإسلامية يستقبل سفير جمهورية المالديف لدى المملكة,عام,عربى,12/11/2024 13:45,https://spa.gov.sa/w2223222
ع / عام / محافظ الخرج يستقبل مدير التعليم بالمحافظة ,عام,عربى,12/11/2024 13:52,https://spa.gov.sa/w2223227
ع / عام / أمير الحدود الشمالية يتسلّم تقرير فرع هيئة الأمر بالمعروف لموسم حج 1445 هـ,عام,عربى,12/11/2024 14:01,https://spa.gov.sa/w2223236
"ع / اقتصادي / ""التجارة الخارجية"" ترأس الفريق التفاوضي السعودي المشارك في الجولة الأولى من مفاوضات اتفاقية التجارة الحرة بين دول مجلس التعاون مع اليابان",اقتصادي,عربى,12/11/2024 14:05,https://spa.gov.sa/w2223239
ع / عام / الأمير فهد بن محمد يستقبل مدير مكتب العمل بالخرج ,عام,عربى,12/11/2024 14:06,https://spa.gov.sa/w2223240
ع / بيئي / المملكة تسجل 8 أنواع جديدة من النباتات المحلية النادرة ومحدودة الانتشار على مستوى العالم,البيئة,عربى,12/11/2024 14:08,https://spa.gov.sa/w2223242
ع / علوم وتقنيات / ورش عمل على هامش الملتقى العلمي لأبحاث الحج والعمرة والزيارة 24 بجامعة أم القرى,علوم و تقنيات,عربى,12/11/2024 14:10,https://spa.gov.sa/w2223244
ع / علوم وتقنيات / أمير الكويت يكرم الفائزين بجوائز مؤسسة الكويت للتقدم العلمي لعامي 2022 و2023,علوم و تقنيات,عربى,12/11/2024 14:12,https://spa.gov.sa/w2223246
"ع / صحي / انطلاق  فعالية ""شارك 5"" في ""طبية"" جامعة الملك سعود",الصحة,عربى,12/11/2024 14:13,https://spa.gov.sa/w2223247
"ع / صحي / ""التخصصي"" بجدة يجري أول عملية زراعة كبد كاملة بالروبوت في المنطقة الغربية",الصحة,عربى,12/11/2024 14:14,https://spa.gov.sa/w2223249
ع / اقتصادي / غرفة جازان تدعم الاستثمار في محافظات القطاع الجبلي عبر ملتقى متخصص ,اقتصادي,عربى,12/11/2024 14:16,https://spa.gov.sa/w2223250
ع / عام / أمير المدينة المنورة يستقبل قائد حرس الحدود بالمنطقة المعين حديثًا,عام,عربى,12/11/2024 14:19,https://spa.gov.sa/w2223251
ع / عام / أمير القصيم يستقبل قائد معهد طيران القوات البرية بالمنطقة ,عام,عربى,12/11/2024 14:20,https://spa.gov.sa/w2223252
ع / عام / أمير منطقة جازان يستقبل سفير السودان لدى المملكة ,عام,عربى,12/11/2024 14:27,https://spa.gov.sa/w2223259
ع / بيئي / أمير القصيم يطلع على مشروع مركز حفظ وإكثار النباتات المحلية,البيئة,عربى,12/11/2024 14:29,https://spa.gov.sa/w2223261
ع / عام / أمير المدينة المنورة يستقبل قائد قوات الطوارئ الخاصة بالمنطقة,عام,عربى,12/11/2024 14:32,https://spa.gov.sa/w2223264
ع / رياضي / المنتخب السعودي يبدأ غدًا تحضيراته لخليجي ٢٦ ,رياضي,عربى,12/11/2024 14:33,https://spa.gov.sa/w2223265
ع / رياضي / الأمير عبدالرحمن بن عبدالله يتفقد نادي الباطن ,رياضي,عربى,12/11/2024 14:43,https://spa.gov.sa/w2223272
ع / سياسي / خادم الحرمين الشريفين يهنئ رئيس بوركينا فاسو بذكرى يوم الجمهورية لبلاده,سياسي,عربى,12/11/2024 14:46,https://spa.gov.sa/w2223274
ع / سياسي / سمو ولي العهد يهنئ رئيس بوركينا فاسو بذكرى يوم الجمهورية لبلاده,سياسي,عربى,12/11/2024 14:46,https://spa.gov.sa/w2223276
ع / اقتصادي /  أمير منطقة الرياض يطلع على أعمال ومشروعات شركة الفوزان القابضة بالرياض,اقتصادي,عربى,12/11/2024 14:49,https://spa.gov.sa/w2223283
"ع / ثقافي / احتفال ""نور الرياض"" يحوّل وادي حنيفة إلى معرض فني نابض بالحياة",ثقافي,عربى,12/11/2024 14:51,https://spa.gov.sa/w2223287
ع / سياحة وترفيه / مهرجان الملك عبدالعزيز للإبل يستقبل وفودًا أجنبية من سبع دول,سياحة و ترفية,عربى,12/11/2024 14:52,https://spa.gov.sa/w2223288
ع / عام / أمير منطقة الرياض يستقبل رئيس مجلس إدارة مؤسسة قدوات عطاء ووفاء للوطن ,عام,عربى,12/11/2024 14:52,https://spa.gov.sa/w2223289
ع / عام / نائب أمير منطقة الرياض يستقبل رئيس مجلس إدارة شركة الفوزان القابضة,عام,عربى,12/11/2024 14:53,https://spa.gov.sa/w2223290
ع / اقتصادي / مؤشرا بورصة البحرين يقفلان على انخفاض ,اقتصادي,عربى,12/11/2024 14:56,https://spa.gov.sa/w2223294
ع / عام / وزارة الموارد البشرية توقع اتفاقيتي تعاون مع وزارة العمل والشؤون الاجتماعية بجمهورية الصومال الفيدرالية,عام,عربى,12/11/2024 14:56,https://spa.gov.sa/w2223295
ع / سياحة وترفيه / مركز الشقيق .. وجهة سياحية ساحرة تعزز جودة الحياة وتجذب الزوار والمستثمرين ,سياحة و ترفية,عربى,12/11/2024 15:03,https://spa.gov.sa/w2223305
ع / عام / أمانة الجوف تنفذ أكثر من 16 ألف زيارة رقابية صحية على المنشآت والأسواق  ,عام,عربى,12/11/2024 15:04,https://spa.gov.sa/w2223307
ع / علوم وتقنيات / أمير حائل يرعى الحفل الختامي لسلسلة تحديات ريادة الأعمال الرقمية بالمنطقة ,علوم و تقنيات,عربى,12/11/2024 15:16,https://spa.gov.sa/w2223320
ع / عام / مدينة الملك عبدالله للطاقة الذرية والمتجددة تطلق برنامجًا جديدًا لدعم الكفاءات الوطنية وتمكين المرأة في قطاع الطاقة المتجددة,عام,عربى,12/11/2024 15:18,https://spa.gov.sa/w2223325
ع / ثقافي / مهرجان الملك عبدالعزيز للإبل يشهد لأول مرة ترقيم فرديات المنقيات لخوض تحكيم الخوارزميات أمام الجمهور,ثقافي,عربى,12/11/2024 15:19,https://spa.gov.sa/w2223326
"ع / ثقافي / ""كايسيد"" يحتفي بتخريج دفعة 2024 من برنامج ""الزمالة الدولية"" في لشبونة",عام,عربى,12/11/2024 15:22,https://spa.gov.sa/w2223328
ع / رياضي / أمير منطقة الباحة يزور مركز فال العز للفروسية بمحافظة العقيق ,رياضي,عربى,12/11/2024 15:31,https://spa.gov.sa/w2223335
ع / ثقافي / الصندوق الثقافي يوقع مذكرة تفاهم مع مؤسسة البحر الأحمر السينمائي لتقديم التمويل المشترك لقطاع الأفلام,ثقافي,عربى,12/11/2024 15:32,https://spa.gov.sa/w2223336
ع / سياسي/ العاهل الأردني يلتقي وزير الدفاع القبرصي,عام,عربى,12/11/2024 15:32,https://spa.gov.sa/w2223339
ع / ثقافي / مهرجان البحر الأحمر السينمائي يشهد إبداعات سعودية وعالمية ,ثقافي,عربى,12/11/2024 15:34,https://spa.gov.sa/w2223341
ع / بيئي / القوات الخاصة للأمن البيئي تضبط مواطنًا مخالفًا لنظام البيئة لإشعاله النار في أراضي الغطاء النباتي في منطقة حائل,البيئة,عربى,12/11/2024 15:37,https://spa.gov.sa/w2223346
ع / عام / أمير منطقة الباحة يتفقد محافظة العقيق ,عام,عربى,12/11/2024 15:38,https://spa.gov.sa/w2223347
ع / ثقافي / زوار لقاءات جازان يتعرفون في اليوم الثاني على مهن المستقبل والفرص الواعدة في قطاع الأعمال,ثقافي,عربى,12/11/2024 15:42,https://spa.gov.sa/w2223353
ع / سياسي / قوات الاحتلال الإسرائيلي تعتقل 20 فلسطينيًا بالضفة الغربية,سياسي,عربى,12/11/2024 15:43,https://spa.gov.sa/w2223354
ع / علوم وتقنيات / مؤتمر بالجامعة العربية يناقش تحديات ظهور التكنولوجيات الحديثة في المجال العسكري,علوم و تقنيات,عربى,12/11/2024 15:46,https://spa.gov.sa/w2223358
ع / عام / اتفاقية بين الهيئة الملكية لمحافظة العُلا وبريطانيا لتعزيز التعاون الثقافي والسياحي والاقتصادي,عام,عربى,12/11/2024 15:49,https://spa.gov.sa/w2223360
ع / اقتصادي / مؤشر سوق الأسهم السعودية يغلق منخفضًا عند مستوى 12149.19 نقطة,اقتصادي,عربى,12/11/2024 15:50,https://spa.gov.sa/w2223361
ع / عام / دوريات الأفواج الأمنية بمنطقة جازان تقبض على مواطن لنقله (9) مخالفين لنظام أمن الحدود,عام,عربى,12/11/2024 15:52,https://spa.gov.sa/w2223363
ع / عام / القنصل العام الكيني يزور مجمع الملك فهد لطباعة المصحف الشريف,عام,عربى,12/11/2024 15:53,https://spa.gov.sa/w2223364
ع / عام / الأمين العام للندوة العالمية يشارك في المنتدى الثالث لتطوير العمل الإنساني بالقاهرة,عام,عربى,12/11/2024 15:54,https://spa.gov.sa/w2223366
ع / اقتصادي / البورصة الباكستانية تغلق على ارتفاع,اقتصادي,عربى,12/11/2024 15:56,https://spa.gov.sa/w2223367
ع / اقتصادي / رئيس الطيران المدني: المملكة من الدول الداعمة للمبادرات الإقليمية والدولية الرامية إلى تعزيز الأمان في هذا القطاع الحيوي,اقتصادي,عربى,12/11/2024 16:03,https://spa.gov.sa/w2223369
ع / اقتصادي / مؤشر بورصة قطر يغلق تداولاته مرتفعًا بنسبة 0.14 %,اقتصادي,عربى,12/11/2024 16:04,https://spa.gov.sa/w2223370
ع / بيئي / القوات الخاصة للأمن البيئي تضبط مواطنًا مخالفًا لنظام البيئة لارتكابه مخالفة التخييم في محمية الملك عبدالعزيز الملكية,البيئة,عربى,12/11/2024 16:05,https://spa.gov.sa/w2223371
ع / عام / دوريات الإدارة العامة للمجاهدين بمنطقة جازان تقبض على مقيم لترويجه نبات القات المخدر,عام,عربى,12/11/2024 16:06,https://spa.gov.sa/w2223373
"ع / اقتصادي / "" تمكين المرأة الريفية "" .. برنامج لتحويل منتجات الرمان إلى فرص اقتصادية في الباحة",اقتصادي,عربى,12/11/2024 16:08,https://spa.gov.sa/w2223377
"ع / ثقافي / هيئة المكتبات تنظّم ""ملتقى القراءة الدولي"" الذي يجمع ثقافات مختلفة وأفكارًا متقاربة في الرياض",ثقافي,عربى,12/11/2024 16:11,https://spa.gov.sa/w2223381
ع / عام / طلاب الثانوية يتوافدون على لقاءات جازان بالجامعة للتعرف على الطريق الأكاديمي الأنسب,عام,عربى,12/11/2024 16:15,https://spa.gov.sa/w2223386
ع / علوم وتقنيات / المركز السعودي لسلامة المرضى يشارك في المؤتمر العربي الثالث والعشرين حول الأساليب الحديثة في إدارة المستشفيات,علوم و تقنيات,عربى,12/11/2024 16:23,https://spa.gov.sa/w2223390
"ع / عام / ""سبل"" و""الغطاء النباتي"" يوقعان مذكرة تفاهم لتعزيز التعاون في الاستدامة البيئية ",عام,عربى,12/11/2024 16:24,https://spa.gov.sa/w2223392
ع / اقتصادي / مجلس البنوك والمؤسسات المالية الإسلامية يختتم ورشة عمل حول مقاصد الشريعة في التمويل الإسلامي,اقتصادي,عربى,12/11/2024 16:26,https://spa.gov.sa/w2223396
ع / عام / لجنة تنظيم سوق الماشية شمال سكاكا تباشر إصدار التراخيص وإزالة الأحواش العشوائية,عام,عربى,12/11/2024 16:27,https://spa.gov.sa/w2223398
ع / عام / اختتام جلسات الملتقى العلمي الـ24 لأبحاث الحجّ والعمرة والزّيارة,عام,عربى,12/11/2024 16:28,https://spa.gov.sa/w2223400
"ع / بيئي / ""سرك"" ومؤسسة الملك خالد توقّعان اتفاقية تعاون لتعزيز الاقتصاد الدائري والاستدامة في المملكة",البيئة,عربى,12/11/2024 16:35,https://spa.gov.sa/w2223405
ع / اقتصادي / قادة كبرى شركات الفعاليات في العالم يجتمعون في الرياض لإعادة تشكيل مستقبل قطاع المعارض والمؤتمرات ,اقتصادي,عربى,12/11/2024 16:36,https://spa.gov.sa/w2223406
ع / اقتصادي / انطلاق فعاليات المعرض التجاري الدولي بمركز جدة للمعارض والفعاليات,اقتصادي,عربى,12/11/2024 16:37,https://spa.gov.sa/w2223407
ع / سياسي / رئيس هيئة الأركان الأردني يلتقي وزير الدفاع القبرصي,سياسي,عربى,12/11/2024 16:45,https://spa.gov.sa/w2223412
ع / اقتصادي / المربع الجديد يختتم مشاركته في قمة المعرض العالمي للقطاع العقاري في هونغ كونغ ,اقتصادي,عربى,12/11/2024 16:45,https://spa.gov.sa/w2223413
"ع / بيئي / ""الجيومكانية"" تعلن انضمامها لمجموعة مراقبة كوكب الأرض (GEO) ضمن أعمال مؤتمر""COP16""",البيئة,عربى,12/11/2024 16:55,https://spa.gov.sa/w2223421
"ع / عام / ""قيمها قبل"" مبادرة اجتماعية مجانية لتقييم الإبل باستخدام الذكاء الاصطناعي",اقتصادي,عربى,12/11/2024 16:59,https://spa.gov.sa/w2223424
ع / عام / الاتحاد العربي لجمعيات المراجعين الداخليين يعقد اجتماع الجمعية العمومية الرابع للاتحاد في الرباط,عام,عربى,12/11/2024 16:59,https://spa.gov.sa/w2223425
ع / اقتصادي / البورصة المصرية تغلق على ارتفاع,اقتصادي,عربى,12/11/2024 17:01,https://spa.gov.sa/w2223426
ع / سياسي / الأمين العام للتحالف الإسلامي يستقبل وفد وزارة الدفاع الماليزية,سياسي,عربى,12/11/2024 17:02,https://spa.gov.sa/w2223427
ع / سياسي / سمو وزير الخارجية يتلقى اتصالًا هاتفيًا من المبعوث الأممي لسوريا,سياسي,عربى,12/11/2024 17:13,https://spa.gov.sa/w2223441
ع / صحي / تجمع جدة الصحي الثاني يطلق مؤتمر البحر الأحمر للإصابات بمشاركة 44 متحدثًا ومدربًا محليًا ودوليًا,الصحة,عربى,12/11/2024 17:22,https://spa.gov.sa/w2223447
ع / ثقافي / وكيل إمارة منطقة حائل يزور مسجد العليا الأثري في محافظة موقق  ,ثقافي,عربى,12/11/2024 17:23,https://spa.gov.sa/w2223448
ع / سياسي / استشهاد صحفية ونجلها في قصف للاحتلال الإسرائيلي على مدينة غزة,سياسي,عربى,12/11/2024 17:23,https://spa.gov.sa/w2223449
"ع / ثقافي / اتفاقية بين هيئة الأدب والنشر والترجمة والهيئة السعودية للسياحة للتعاون في مشروع ""الدليلة""",ثقافي,عربى,12/11/2024 17:25,https://spa.gov.sa/w2223452
ع / عام / الرئيس التنفيذي للهيئة الملكية لمدينة مكة المكرمة والمشاعر المقدسة يؤكد أهمية عمل جميع الجهات تحت رؤية موحدة وطموح مشترك لخدمة ضيوف الرحمن,عام,عربى,12/11/2024 17:27,https://spa.gov.sa/w2223454
